auto_id,auto_brand,auto_model,auto_year,auto_value,id_cliente,city
1993Au16811,Audi,100 2.8 V6,1993,40000,28596,ALFENAS
1994Au13275,Audi,100 2.8 V6 Avant,1994,13873,1048,CABO FRIO
1998Pe10697,Peugeot,106 Passion 1.0 3p,1998,7000,34309,SAO PAULO
1999Pe13343,Peugeot,106 Passion 1.0 3p,1999,8000,14743,PAULICEIA
2000Pe13776,Peugeot,106 Passion 1.0 3p,2000,6000,31750,BRUSQUE
2000Pe24149,Peugeot,106 Passion 1.0 3p,2000,10000,28203,CONTAGEM
2001Pe19753,Peugeot,106 Passion 1.0 3p,2001,6000,32213,MAGE
2001Pe13234,Peugeot,106 Quiksilver 1.0 3p,2001,8000,1059,MESQUITA
2001Pe30610,Peugeot,106 Quiksilver 1.0 3p,2001,9800,31671,RIBEIRAO PRETO
1999Pe32810,Peugeot,106 Selection 1.0 3p,1999,6500,33287,SAO PAULO
2000Pe9197,Peugeot,106 Selection 1.0 3p,2000,7000,35124,SAO PAULO
2000Pe1467,Peugeot,106 Selection 1.0 5p,2000,7000,32034,JARDINOPOLIS
2000Pe32878,Peugeot,106 Selection 1.0 5p,2000,5800,32767,CARMO DO CAJURU
2001Pe13597,Peugeot,106 Soleil 1.0 3p,2001,8000,20712,BICAS
2001Pe13627,Peugeot,106 Soleil 1.0 3p,2001,8000,29451,BICAS
2000Pe11407,Peugeot,106 Soleil 1.0 5p,2000,10500,14279,BICAS
2000Pe17418,Peugeot,106 Soleil 1.0 5p,2000,10000,19572,BELO HORIZONTE
2001Pe20341,Peugeot,106 Soleil 1.0 5p,2001,7000,22026,SOROCABA
1996Pe15606,Peugeot,106 XN 3p e 5p,1996,10000,11591,CAMPINAS
1995Pe7620,Peugeot,106 XT,1995,6000,29626,ITUIUTABA
2013BM33514,BMW,116iA 1.6 TB 16V 136cv 5p,2013,25000,35299,BRASILIA
2014BM29958,BMW,116iA 1.6 TB 16V 136cv 5p,2014,79675,28735,SALVADOR
2011BM18976,BMW,118iA 2.0 16V 136cv 3p,2011,50000,33647,SAO PAULO
2010BM15339,BMW,118iA 2.0 16V 136cv 5p,2010,49000,2711,BELO HORIZONTE
2011BM16036,BMW,118iA 2.0 16V 136cv 5p,2011,56601,30005,BRASILIA
2011BM20581,BMW,118iA 2.0 16V 136cv 5p,2011,15000,26537,GLICERIO
2012BM34082,BMW,118iA 2.0 16V 136cv 5p,2012,50000,15150,NOVA SERRANA
2012BM29955,BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2012,70000,32740,OURO PRETO DO OESTE
2014BM18641,BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2014,80000,9053,SAO PAULO
2014BM29866,BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,2014,36000,31835,SAO PAULO
2008BM2538,BMW,120i 2.0 16V 150cv/ 156cv 5p,2008,48581,24222,CAFELANDIA
2008BM28103,BMW,120i 2.0 16V 150cv/ 156cv 5p,2008,70000,15469,CAMPINAS
2010BM23988,BMW,120iA 2.0 16V 150cv/ 156cv 5p,2010,18000,29779,CURITIBA
2010BM21056,BMW,120iA Cabrio 2.0 16V 156cv 2p,2010,100000,26598,NILOPOLIS
2014BM26361,BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,2014,119401,25204,SAO PAULO
2014BM7567,BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,2014,117992,28318,SAO PAULO
2011BM7163,BMW,130iA 3.0 24V 265cv 5p,2011,85898,31707,CAMPINAS
1996Al27912,Alfa Romeo,145 Elegant 2.0 16V,1996,12000,28600,HORTOLANDIA
2005Al33047,Alfa Romeo,147 2.0 16V 148cv 4p Semi-Aut.,2005,60000,24550,SAO BERNARDO DO CAMPO
1985Fi13665,Fiat,147 C/ CL,1985,10000,29223,GOIANIA
1985Fi7488,Fiat,147 C/ CL,1985,35000,26203,BENTO GONCALVES
1985Fi10087,Fiat,147 Furgão (todos),1985,10000,29264,BENTO GONCALVES
1997Al26709,Alfa Romeo,155 Super,1997,15000,6344,BALNEARIO CAMBORIÚ
1999Al20298,Alfa Romeo,156 TS/Sport/Elegant 2.0 16V,1999,25000,20959,BRASILIA
1996Al6538,Alfa Romeo,164 3.0 V6,1996,14000,26868,CACOAL
1995Al16475,Alfa Romeo,164 Super V6 24V,1995,16000,20397,CAPIVARI
1994Me2862,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1994,10000,27130,CONTAGEM
1995Me12865,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1995,15000,24913,CUIABA
1995Me21138,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1995,16000,28863,CUIABA
1995Me28120,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1995,70000,18388,CURITIBA
1995Me29048,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1995,15452,12529,ITU
1995Me95,Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,1995,20000,11524,POTIM
1994Me17476,Mercedes-Benz,180-D Van 2.4 Diesel,1994,15000,12477,RIBEIRAO PIRES
1995Me18356,Mercedes-Benz,180-D Van 2.4 Diesel,1995,35000,32145,SANTO AMARO
1996Me29197,Mercedes-Benz,180-D Van 2.4 Diesel,1996,80000,30923,SAO GONCALO
1995Re27920,Renault,19 16S/ RT 16V,1995,15000,32996,SAO PAULO
1996Re25771,Renault,19 16S/ RT 16V,1996,20000,35425,SAO PAULO
1995Re24582,Renault,19 RN,1995,9000,14541,VARGINHA
1997Re6059,Renault,19 RN,1997,15000,34247,JACAREI
1985Me14658,Mercedes-Benz,190-E 2.3,1985,20000,31535,BARUERI
1985Me15268,Mercedes-Benz,190-E 2.3,1985,60000,26773,GOIANIA
1985Me16516,Mercedes-Benz,190-E 2.3,1985,35000,22469,GOIANIA
1985Me1831,Mercedes-Benz,190-E 2.3,1985,25000,28152,ANANINDEUA
1985Me22541,Mercedes-Benz,190-E 2.3,1985,55000,29875,BALNEARIO GAIVOTA
1985Me26107,Mercedes-Benz,190-E 2.3,1985,32000,29819,BLUMENAU
1985Me27831,Mercedes-Benz,190-E 2.3,1985,60000,35297,DESCALVADO
1985Me791,Mercedes-Benz,190-E 2.3,1985,45000,27570,ITARARE
1992Me31819,Mercedes-Benz,190-E 2.3,1992,90000,21206,JOAO ALFREDO
2016Pe17884,Peugeot,2008 Allure 1.6 Flex 16V 5p Aut.,2016,46000,35267,POSSE
2017Pe5958,Peugeot,2008 Allure 1.6 Flex 16V 5p Aut.,2017,58000,32520,SAO PAULO
2016Pe15798,Peugeot,2008 Allure 1.6 Flex 16V 5p Mec.,2016,69000,33142,AROEIRAS
2016Pe18379,Peugeot,2008 Allure 1.6 Flex 16V 5p Mec.,2016,69000,4118,BELO HORIZONTE
2015Pe15180,Peugeot,2008 Griffe 1.6 Flex 16V 5p Aut.,2015,53000,35041,GUARULHOS
2016Pe15492,Peugeot,2008 Griffe 1.6 Flex 16V 5p Aut.,2016,30000,34257,ALTO TAQUARI
2016Pe27497,Peugeot,2008 Griffe 1.6 Flex 16V 5p Aut.,2016,75000,15266,BARRA MANSA
1995Pe24562,Peugeot,205 XSi/ Junior 1.4 3p,1995,6000,10330,BELO HORIZONTE
2008Pe25281,Peugeot,206 Allure 1.6 Flex 16V 3p,2008,16000,20834,BRASILIA
2008Pe25324,Peugeot,206 Allure 1.6 Flex 16V 3p,2008,10000,33934,CAMPINAS
2008Pe29916,Peugeot,206 Allure 1.6 Flex 16V 3p,2008,23000,23481,IBIRITE
2008Pe8805,Peugeot,206 Allure 1.6 Flex 16V 3p,2008,15000,22547,ITAPEVI
2007Pe23449,Peugeot,206 Allure 1.6 Flex 16V 5p,2007,18000,29017,JACAREI
2008Pe11582,Peugeot,206 Allure 1.6 Flex 16V 5p,2008,10000,13432,MATARACA
2008Pe13894,Peugeot,206 Allure 1.6 Flex 16V 5p,2008,16500,31680,PALMAS
2008Pe15344,Peugeot,206 Allure 1.6 Flex 16V 5p,2008,18500,30038,QUELUZ
2008Pe34143,Peugeot,206 Allure 1.6 Flex 16V 5p,2008,17300,35000,RIO DE JANEIRO
2008Pe3642,Peugeot,206 Allure 1.6 Flex 16V 5p,2008,15000,31666,SANTAREM
2008Pe1339,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,20000,30868,SANTO ANDRE
2008Pe17324,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,19280,28903,SAO BERNARDO DO CAMPO
2008Pe28895,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,15000,20923,SAO PAULO
2008Pe31165,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,19000,26638,SAO PAULO
2008Pe4282,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,13000,35554,SAO PAULO
2008Pe4589,Peugeot,206 Automatic (feline)1.6 Flex 16V 5p,2008,21000,31540,LONDRINA
2001Pe17611,Peugeot,206 CC 1.6 16v 2p,2001,8000,26248,ONDA VERDE
2001Pe18843,Peugeot,206 CC 1.6 16v 2p,2001,6000,25391,PIRACICABA
2002Pe29487,Peugeot,206 CC 1.6 16v 2p,2002,12000,26955,SALVADOR
2002Pe30757,Peugeot,206 CC 1.6 16v 2p,2002,9000,20796,SAO PAULO
2003Pe1172,Peugeot,206 CC 1.6 16v 2p,2003,12000,31935,SAO PAULO
2003Pe28407,Peugeot,206 CC 1.6 16v 2p,2003,11000,32719,PLANALTINA
2003Pe3138,Peugeot,206 CC 1.6 16v 2p,2003,16000,19856,RIVERSUL
2004Pe24060,Peugeot,206 CC 1.6 16v 2p,2004,11000,11359,PIRAI
2004Pe5968,Peugeot,206 CC 1.6 16v 2p,2004,15000,23944,SAO JOAQUIM DA BARRA
2005Pe12828,Peugeot,206 CC 1.6 16v 2p,2005,38500,15248,ALVORADA
2006Pe11714,Peugeot,206 CC 1.6 16v 2p,2006,150000,8509,BOFETE
2006Pe13182,Peugeot,206 CC 1.6 16v 2p,2006,20000,12470,CARAPICUIBA
2006Pe19427,Peugeot,206 CC 1.6 16v 2p,2006,14000,3286,FORTALEZA
2006Pe25652,Peugeot,206 CC 1.6 16v 2p,2006,30000,23220,GOITACAZES
2006Pe3157,Peugeot,206 CC 1.6 16v 2p,2006,14000,28341,JANAÚBA
2006Pe34955,Peugeot,206 CC 1.6 16v 2p,2006,19000,21692,PORTO ALEGRE
2007Pe33326,Peugeot,206 CC 1.6 16v 2p,2007,15500,20865,RIO DE JANEIRO
2007Pe34128,Peugeot,206 CC 1.6 16v 2p,2007,13000,19551,ROLIM DE MOURA
2004Pe14973,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,10000,34947,RUBIATABA
2004Pe17035,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,9000,20003,SANTO ANDRE
2004Pe23317,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,13152,34444,SAO JOSE DO RIO PRETO
2004Pe25340,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,12000,21718,SAO MIGUEL DO ARAGUAIA
2004Pe25786,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,14000,9722,TOLEDO
2004Pe2690,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2004,11900,32297,RONDONOPOLIS
2005Pe10104,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,15000,30154,JACAREI
2005Pe11250,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,20000,34545,CAMPO LARGO
2005Pe12420,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,6000,28473,PALMAS
2005Pe17215,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,16000,26516,ITUMBIARA
2005Pe19537,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,11000,19085,SANTA BARBARA D'OESTE
2005Pe21740,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,15500,26050,SANTA BARBARA D'OESTE
2005Pe23833,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,14000,30013,SAO PAULO
2005Pe2467,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,15000,3170,TELEMACO BORBA
2005Pe2564,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,12000,25477,SAO CRISTOVAO
2005Pe28507,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,14700,33154,UNIAO DA VITORIA
2005Pe31700,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,15000,10127,CAFELANDIA
2005Pe34216,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,10000,1383,MORUNGABA
2005Pe934,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2005,13000,1813,SAO PAULO
2006Pe10167,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,15000,34768,ARAUCARIA
2006Pe11539,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,24000,25885,BARUERI
2006Pe17703,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,16000,32131,BRASILIA
2006Pe1880,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,18000,34800,CAMPINA GRANDE
2006Pe19666,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,16000,27121,FRONTEIRA
2006Pe21246,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,40000,22483,ITAGUAI
2006Pe23508,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,14500,6017,ITAJAI
2006Pe6495,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,12000,34876,MACAE
2006Pe6917,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,12000,23406,MAUA
2006Pe8674,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2006,16000,25582,MAUA
2007Pe16736,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2007,19000,29655,MONTE MOR
2007Pe20522,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2007,15000,27332,MORADA NOVA
2007Pe21453,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2007,12000,27495,MORADA NOVA
2007Pe22305,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2007,15000,28843,NITEROI
2007Pe7142,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2007,15000,22130,PORTO VELHO
2008Pe31891,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2008,20000,23158,RIO DE JANEIRO
2008Pe4954,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2008,25000,33699,RIO DE JANEIRO
2008Pe9741,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2008,16291,4434,SANTA CRUZ DAS PALMEIRAS
2006Pe384,Peugeot,206 Holiday 1.4 8V 75cv 3p,2006,14000,36031,SANTANA DE PARNAIBA
2006Pe18248,Peugeot,206 Holiday 1.4 8V 75cv 5p,2006,16000,34017,SAO BERNARDO DO CAMPO
2006Pe6621,Peugeot,206 Holiday 1.4 8V 75cv 5p,2006,13000,5734,SAO JOSE DOS CAMPOS
2006Pe8886,Peugeot,206 Holiday 1.4 8V 75cv 5p,2006,14000,27035,SAO LOURENCO DA MATA
2005Pe27892,Peugeot,206 Holiday 1.6 Flex 16V 5p,2005,14000,9726,SAO PAULO
2005Pe30068,Peugeot,206 Holiday 1.6 Flex 16V 5p,2005,15000,23931,SAO PAULO
2006Pe10513,Peugeot,206 Holiday 1.6 Flex 16V 5p,2006,15500,31395,SAO PAULO
2008Pe12540,Peugeot,206 Moonlight 1.4 Flex 8V 3p,2008,14800,26196,SENADOR CANEDO
2008Pe33754,Peugeot,206 Moonlight 1.4 Flex 8V 3p,2008,16892,5929,VESPASIANO
2008Pe539,Peugeot,206 Moonlight 1.4 Flex 8V 3p,2008,16000,14168,SETE LAGOAS
2008Pe7089,Peugeot,206 Moonlight 1.4 Flex 8V 3p,2008,16500,20387,CABO DE SANTO AGOSTINHO
2007Pe112,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2007,10000,28303,SAO BERNARDO DO CAMPO
2008Pe14183,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,18000,35082,ARACRUZ
2008Pe25909,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,20000,22747,BARUERI
2008Pe28776,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,17000,25809,JOINVILLE
2008Pe29906,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,18000,21928,MANTENA
2008Pe32844,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,18000,20821,OURINHOS
2008Pe4654,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,18000,2906,PRAIA GRANDE
2008Pe5865,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,16500,31137,SAO LEOPOLDO
2008Pe8879,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,15000,31064,SAO MANUEL
2008Pe9858,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008,17454,2442,SAO MATEUS
2000Pe25954,Peugeot,206 Passion 1.6,2000,8000,30542,MAUA
2000Pe34832,Peugeot,206 Passion 1.6,2000,14000,23252,CAMPINA VERDE
2000Pe9222,Peugeot,206 Passion 1.6,2000,10000,24599,CARLOS CHAGAS
2001Pe14985,Peugeot,206 Passion 1.6,2001,30000,21893,GOIANIA
2001Pe25466,Peugeot,206 Passion 1.6,2001,12745,20950,TABOAO DA SERRA
2001Pe25752,Peugeot,206 Passion 1.6,2001,10000,34735,SAO PAULO
2001Pe17343,Peugeot,206 Passion 1.6 16v 110cv 5p,2001,8000,23067,JATAI
2002Pe12901,Peugeot,206 Passion 1.6 16v 110cv 5p,2002,11000,25492,BARUERI
2002Pe28415,Peugeot,206 Passion 1.6 16v 110cv 5p,2002,9000,25002,BRASILIA
2003Pe14906,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,12000,9311,FERRAZ DE VASCONCELOS
2003Pe18035,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,11000,25147,NOVA LIMA
2003Pe26654,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,14000,23868,PORTO ALEGRE
2003Pe29669,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,12000,23317,SANTA LUZIA
2003Pe32358,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,15000,32351,JOACABA
2003Pe4563,Peugeot,206 Passion 1.6 16v 110cv 5p,2003,10000,31943,CAJAMAR
2004Pe21362,Peugeot,206 Passion 1.6 16v 110cv 5p,2004,14750,31724,ANAPOLIS
2004Pe24092,Peugeot,206 Passion 1.6 16v 110cv 5p,2004,12000,32316,BAGE
2004Pe30960,Peugeot,206 Passion 1.6 16v 110cv 5p,2004,15000,33431,CARIACICA
2004Pe30788,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2004,13000,22656,CASCAVEL
2005Pe13225,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,15000,34772,CURITIBA
2005Pe13731,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,15000,32582,FEIRA DE SANTANA
2005Pe15917,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,12779,29288,GRAMADO
2005Pe23679,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,12000,27254,GUARACIABA
2005Pe24040,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,15000,21985,GUARULHOS
2005Pe31030,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2005,10000,29918,INDAIATUBA
2006Pe11905,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,15500,23240,JUNDIAI
2006Pe13708,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,15500,24429,OSASCO
2006Pe14445,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,14000,14262,PACATUBA
2006Pe21390,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,13478,26635,PORTO FERREIRA
2006Pe28351,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,14500,25451,SAO GONCALO
2006Pe29791,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,15000,15394,SAO PAULO
2006Pe29859,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,15000,27752,SAO PAULO
2006Pe31341,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,13000,5706,UCHOA
2006Pe3423,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,15000,24545,URUARA
2006Pe4030,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,11000,27183,VOTORANTIM
2006Pe9288,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2006,14000,25792,RIBEIRAO BONITO
2007Pe19532,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2007,8000,29728,RIBEIRAO
2007Pe2547,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2007,14000,22377,EXTREMA
2007Pe6158,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2007,18000,30897,GASPAR
2007Pe6875,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2007,16500,24445,IGACI
2007Pe830,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2007,17000,9532,DIAMANTINO
2008Pe18922,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,17000,18591,GUARUJA
2008Pe21742,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,15000,35682,RIO DE JANEIRO
2008Pe27380,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,16500,31779,SAO PAULO
2008Pe27968,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,14000,35518,SAO PAULO
2008Pe28171,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,17000,28897,TUPACIGUARA
2008Pe30648,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,1700000,34656,SAO PAULO
2008Pe30721,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,18000,20369,BRASILIA
2008Pe5878,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008,16000,31731,DUQUE DE CAXIAS
2004Pe13584,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,11000,34072,ITU
2004Pe16255,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,14000,17679,OSASCO
2004Pe16314,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,11000,28605,SANTA VITORIA
2004Pe18182,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,10000,27109,SAO PAULO
2004Pe18671,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,12000,35133,VOTORANTIM
2004Pe19395,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,7000,26399,SAO JOSE DO RIO PRETO
2004Pe22972,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,13600,25772,ARAPIRACA
2004Pe23198,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,10000,33391,RIO DE JANEIRO
2004Pe34382,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2004,14000,18906,SAO PAULO
2005Pe33577,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2005,6917,27160,CAMPOS SALES
2005Pe3414,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2005,15000,29026,DOURADOS
2005Pe398,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2005,11000,25738,PIRASSUNUNGA
2006Pe10222,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,13920,18683,CAMPINAS
2006Pe12531,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,14000,20041,ARAXA
2006Pe15690,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,19000,26610,ARAXA
2006Pe19326,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,15000,29224,AXIXA DO TOCANTINS
2006Pe19893,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,14400,20195,BAYEUX
2006Pe22027,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,15000,35115,BELEM
2006Pe22308,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,15000,30768,BELO HORIZONTE
2006Pe31492,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,15000,36022,CABO VERDE
2006Pe4412,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,14000,28415,CARAPICUIBA
2006Pe5224,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,14000,29934,CURITIBA
2006Pe6784,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2006,17000,26734,GOVERNADOR VALADARES
2007Pe13147,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,17000,25591,GRANADA
2007Pe19006,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,16000,21809,GUAREI
2007Pe20233,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,14000,28776,JACUI
2007Pe2900,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,16500,20483,JUIZ DE FORA
2007Pe32703,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,14000,9915,LAGOA SANTA
2007Pe5089,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,15000,35229,MONTE AZUL PAULISTA
2007Pe7185,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007,16000,23684,MONTES CLAROS
2008Pe10585,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16000,32938,MONTES CLAROS
2008Pe11679,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,15000,28289,NATAL
2008Pe12690,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16000,19159,NOSSA SENHORA DAS GRACAS
2008Pe14334,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,15000,32293,NOVO HORIZONTE
2008Pe15848,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16500,28099,OURIZONA
2008Pe15937,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,20000,26960,PARAGUACU PAULISTA
2008Pe16921,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,15000,26195,PIRAQUARA
2008Pe17711,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16500,30995,PORTO FELIZ
2008Pe17836,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,17000,29773,RIO DE JANEIRO
2008Pe18112,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16000,30782,RIO DE JANEIRO
2008Pe18744,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,14500,21212,SAO JOAO DA PONTE
2008Pe22519,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16000,24739,SAO JOSE DOS PINHAIS
2008Pe34590,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,17000,32405,SAO JOSE DOS PINHAIS
2008Pe3999,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,16000,4447,SAO PAULO
2008Pe4127,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2008,18500,23267,SAO PAULO
