auto_id,auto_brand,auto_model,auto_year,auto_value,id_cliente,city
2014Re1270,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,26900,33742,BLUMENAU
2014Re16329,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,25000,35270,CAMACARI
2014Re22449,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,25000,34765,CAMPINAS
2014Re27522,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,25000,35024,CAMPO BOM RS
2014Re8023,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,18000,35030,CONFRESA
2014Re9174,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014,25000,10354,COTIA
2015Re16340,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2015,25000,33868,CUIABA
2015Re27960,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2015,35000,8638,ECOPORANGA
2015Re5607,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2015,42000,9782,FERRAZ DE VASCONCELOS
1996Re4273,Renault,Clio RN 1.6 3p (importado),1996,6000,24510,FORTALEZA
1997Re19871,Renault,Clio RN 1.6 5p,1997,7300,15453,FOZ DO IGUACU
2000Re1474,Renault,Clio RN 1.6 5p,2000,9711,23230,GUAJARA-MIRIM
2000Re1540,Renault,Clio RN 1.6 5p,2000,10000,22039,GUARUJA
2000Re29288,Renault,Clio RN 1.6 5p,2000,10000,8690,GUARULHOS
2000Re29825,Renault,Clio RN 1.6 5p,2000,18000,2301,GUARULHOS
2001Re13029,Renault,Clio RN 1.6 5p,2001,10948,32115,ITU
2001Re17871,Renault,Clio RN 1.6 5p,2001,12249,23850,IVAIPORA
2001Re22056,Renault,Clio RN 1.6 5p,2001,10000,5057,JUAZEIRO DO NORTE
2002Re20333,Renault,Clio RN 1.6 5p,2002,6000,29816,LIMEIRA
2002Re23379,Renault,Clio RN 1.6 5p,2002,7000,22594,MARICA
2002Re976,Renault,Clio RN 1.6 5p,2002,12000,28125,MAUA
2014Re33321,Renault,Clio RN/ Alizé/ Exp.1.0/1.0 Hi-Power 5p,2014,30000,11360,PIRACICABA
2000Re11061,Renault,Clio RN/ Expression 1.0 5p,2000,8000,20690,RIO DE JANEIRO
2000Re16087,Renault,Clio RN/ Expression 1.0 5p,2000,11000,23238,SANTA BARBARA D'OESTE
2000Re21868,Renault,Clio RN/ Expression 1.0 5p,2000,10000,25310,SANTOS
2000Re2382,Renault,Clio RN/ Expression 1.0 5p,2000,9421,31733,SAO JOSE DOS PINHAIS
2000Re30153,Renault,Clio RN/ Expression 1.0 5p,2000,10000,29672,SAO PAULO
2000Re763,Renault,Clio RN/ Expression 1.0 5p,2000,9300,9889,SAO PAULO
2001Re10889,Renault,Clio RN/ Expression 1.0 5p,2001,10000,21414,SAO PAULO
2001Re20630,Renault,Clio RN/ Expression 1.0 5p,2001,10000,23122,SAO PAULO
2001Re33469,Renault,Clio RN/ Expression 1.0 5p,2001,9500,25110,SAO PAULO
2001Re5015,Renault,Clio RN/ Expression 1.0 5p,2001,10700,25708,SAO PAULO
2001Re6041,Renault,Clio RN/ Expression 1.0 5p,2001,12000,35815,SAO PAULO
2002Re16257,Renault,Clio RN/ Expression 1.0 5p,2002,10000,8046,UBERABA
2002Re2208,Renault,Clio RN/ Expression 1.0 5p,2002,12000,19894,CAMPOS DOS GOYTACAZES
2002Re24248,Renault,Clio RN/ Expression 1.0 5p,2002,11987,30465,PATOS DE MINAS
2002Re25541,Renault,Clio RN/ Expression 1.0 5p,2002,12000,22304,RIO DE JANEIRO
2002Re7320,Renault,Clio RN/ Expression 1.0 5p,2002,10923,33018,SABARA
2002Re8724,Renault,Clio RN/ Expression 1.0 5p,2002,11880,5289,SAO PAULO
2003Re29490,Renault,Clio RN/ Expression 1.0 5p,2003,11000,23254,SAO SEBASTIAO
2003Re29766,Renault,Clio RN/ Expression 1.0 5p,2003,10000,33615,DUQUE DE CAXIAS
2003Re37,Renault,Clio RN/ Expression 1.0 5p,2003,10000,31042,SAO JOSE DO BELMONTE
2003Re6315,Renault,Clio RN/ Expression 1.0 5p,2003,11000,28486,DIADEMA
2004Re22947,Renault,Clio RN/ Expression 1.0 5p,2004,12000,34285,DIADEMA
2004Re33675,Renault,Clio RN/ Expression 1.0 5p,2004,12000,13283,FRANCISCO MORATO
2005Re18861,Renault,Clio RN/ Expression 1.0 5p,2005,12000,35912,JARAGUA
2005Re23204,Renault,Clio RN/ Expression 1.0 5p,2005,13000,29464,MACAE
2005Re32739,Renault,Clio RN/ Expression 1.0 5p,2005,13504,16462,SAO GONCALO
2005Re34935,Renault,Clio RN/ Expression 1.0 5p,2005,7000,21615,SAO PAULO
2006Re19137,Renault,Clio RN/ Expression 1.0 5p,2006,12000,21192,SANTA MARIA
2001Re12659,Renault,Clio RN/ Expression 1.6 16V 5p,2001,13000,26366,BELO HORIZONTE
2001Re13411,Renault,Clio RN/ Expression 1.6 16V 5p,2001,12000,19546,MARITUBA
2001Re162,Renault,Clio RN/ Expression 1.6 16V 5p,2001,12000,28790,SANTO ANTONIO DO PINHAL
2001Re25556,Renault,Clio RN/ Expression 1.6 16V 5p,2001,10000,31584,MANAUS
2001Re32103,Renault,Clio RN/ Expression 1.6 16V 5p,2001,12500,35435,VARZEA PAULISTA
2001Re34614,Renault,Clio RN/ Expression 1.6 16V 5p,2001,12000,21915,NOVA SANTA RITA
2001Re9483,Renault,Clio RN/ Expression 1.6 16V 5p,2001,11356,17445,SAO PAULO
2002Re14665,Renault,Clio RN/ Expression 1.6 16V 5p,2002,12000,21719,SAO PAULO
2002Re14933,Renault,Clio RN/ Expression 1.6 16V 5p,2002,25447,15121,DIADEMA
2002Re34483,Renault,Clio RN/ Expression 1.6 16V 5p,2002,18000,35209,AGUA BRANCA
2003Re29382,Renault,Clio RN/ Expression 1.6 16V 5p,2003,15000,26545,ANANINDEUA
2003Re3442,Renault,Clio RN/ Expression 1.6 16V 5p,2003,13000,22556,ARARANGUA
2003Re445,Renault,Clio RN/ Expression 1.6 16V 5p,2003,14000,14445,ARAXA
2003Re6165,Renault,Clio RN/ Expression 1.6 16V 5p,2003,12000,1614,BAURU
2004Re23765,Renault,Clio RN/ Expression 1.6 16V 5p,2004,14212,11672,BELO HORIZONTE
2005Re15009,Renault,Clio RN/ Expression 1.6 16V 5p,2005,15000,13509,BRASILIA
2005Re29475,Renault,Clio RN/ Expression 1.6 16V 5p,2005,16000,19103,CAMPINAS
2001Re10818,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2001,9000,7706,CARAPICUIBA
2001Re23933,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2001,11175,32139,CRUZEIRO
2002Re16930,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2002,11300,23547,CUBATAO
2003Re14405,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2003,12000,24283,CURITIBA
2003Re14624,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2003,12000,29851,EMBU DAS ARTES
2003Re3818,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2003,16000,27203,GUAPO
2005Re225,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2005,14000,20615,GUARULHOS
2005Re3115,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2005,12000,29829,GUARULHOS
2013Re1345,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,23000,33177,ITAQUAQUECETUBA
2013Re13734,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,30000,27247,JANDIRA
2013Re16155,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,23000,17341,JOAO PESSOA
2013Re18577,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,23700,5480,JOINVILLE
2013Re23215,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,25000,20746,MANAUS
2013Re771,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2013,23027,31046,NATAL
2014Re10975,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,25664,30667,NOVA LIMA
2014Re11514,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,26000,32284,PARACAMBI
2014Re12097,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,25000,18325,PARATI
2014Re13264,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,25000,25214,PIRAI
2014Re20049,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,22000,8865,PORTO ALEGRE
2014Re20357,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,19000,29841,PORTO ALEGRE
2014Re2637,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,22112,21649,POUSO ALEGRE
2014Re9889,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014,25000,33994,PRAIA GRANDE
2015Re10042,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,28000,26582,RECIFE
2015Re15738,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,25000,30162,RIO DE JANEIRO
2015Re2107,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,28000,31316,RIO DE JANEIRO
2015Re22800,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,30000,26671,SANTA CRUZ DO SUL
2015Re23071,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,30000,15411,SAO CAETANO DO SUL
2015Re5376,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,32000,25231,SAO CARLOS
2015Re8057,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,30000,12863,SAO JOSE DOS CAMPOS
2015Re9498,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2015,25664,10246,SAO PAULO
2016Re14916,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2016,32000,13766,SAO PAULO
2016Re18531,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2016,32000,22621,SAO PAULO
2016Re2282,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2016,33000,26297,SAO PAULO
1998Re18522,Renault,Clio RT 1.6 5p,1998,6000,30193,SAO PAULO
1999Re20828,Renault,Clio RT 1.6 5p,1999,7000,30795,SAO PAULO
1999Re4296,Renault,Clio RT 1.6 5p,1999,10000,31626,SAO PAULO
2000Re16051,Renault,Clio RT 1.6 5p,2000,10000,35147,SAO PAULO
2000Re26679,Renault,Clio RT 1.6 5p,2000,8000,19092,SAO SEBASTIAO
2000Re31225,Renault,Clio RT 1.6 5p,2000,12000,11505,SAO VICENTE
2001Re3870,Renault,Clio RT 1.6 5p,2001,11800,22701,SERRANA
2002Re20928,Renault,Clio RT 1.6 5p,2002,13013,35828,TATUI
2001Re23905,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,12000,3308,UBERABA
2001Re24527,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,12500,12665,UBERABA
2001Re24762,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,10000,27077,SANTO ANDRE
2001Re27590,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,10000,35847,UBERABA
2001Re31473,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,13000,21951,VINHEDO
2001Re6148,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,10000,21007,SERRA
2001Re6629,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,12000,29835,HORTOLANDIA
2001Re8299,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2001,11000,31866,BRASILIA
2002Re16767,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2002,9000,33492,GUARULHOS
2002Re1753,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2002,12000,30881,SAO PAULO
2002Re21530,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2002,8000,10614,TABOAO DA SERRA
2002Re2490,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2002,13000,25490,SALVADOR DO SUL
2002Re31233,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2002,11500,26278,APUCARANA
2003Re10190,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,16500,19931,ARAUCARIA
2003Re10483,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,12000,21745,CAMPINAS
2003Re25385,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,25000,25765,CRAVINHOS
2003Re28755,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,10000,34411,CRISTALINA
2003Re29720,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,10000,6162,HORTOLANDIA
2003Re32742,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,15000,2155,RIO DE JANEIRO
2003Re4146,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2003,12000,30136,RIO DE JANEIRO
2004Re17527,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2004,15000,18199,SAO JOAO DE MERITI
2004Re25491,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2004,13798,5742,SAO PAULO
2006Re18754,Renault,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,2006,12000,22563,SARZEDO
2001Re29089,Renault,Clio RT/ Privilège 1.6 16V 5p,2001,12000,28647,SERRA
2001Re3808,Renault,Clio RT/ Privilège 1.6 16V 5p,2001,13000,20988,TAUBATE
2002Re2037,Renault,Clio RT/ Privilège 1.6 16V 5p,2002,12000,33043,SAO PAULO
2002Re27249,Renault,Clio RT/ Privilège 1.6 16V 5p,2002,12000,29557,SUZANO
2002Re9105,Renault,Clio RT/ Privilège 1.6 16V 5p,2002,17000,27458,RECIFE
2002Re995,Renault,Clio RT/ Privilège 1.6 16V 5p,2002,11000,28003,BARRA MANSA
2003Re14608,Renault,Clio RT/ Privilège 1.6 16V 5p,2003,16000,29719,VALPARAISO DE GOIAS
2003Re6164,Renault,Clio RT/ Privilège 1.6 16V 5p,2003,14000,21746,APARECIDA DE GOIANIA
2004Re19019,Renault,Clio RT/ Privilège 1.6 16V 5p,2004,14000,24180,BLUMENAU
2004Re2819,Renault,Clio RT/ Privilège 1.6 16V 5p,2004,12000,28229,NITEROI
2004Re32148,Renault,Clio RT/ Privilège 1.6 16V 5p,2004,15000,30364,SAO PAULO
2001Re33913,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2001,11000,20705,TUCUMA
2002Re33256,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2002,11000,15494,ARAPIRACA
2003Re12673,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2003,10000,34702,JOINVILLE
2003Re18716,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2003,13000,28894,MANAUS
2004Re16577,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2004,12000,29151,OURO PRETO
2005Re13821,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2005,15000,25896,SAO BERNARDO DO CAMPO
2005Re19715,Renault,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,2005,13500,19188,VARZEA GRANDE
2006Re21096,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2006,12000,28718,SAO PAULO
2006Re29102,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2006,14400,21914,SAO PAULO
2007Re10917,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,14000,25821,SAO PAULO
2007Re13896,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,15000,29055,SAO PAULO
2007Re26442,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,16000,19047,SAO JOSE DO RIO PRETO
2007Re26874,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,17000,18554,BELO HORIZONTE
2007Re31033,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,15000,29368,BRASILIA
2007Re32075,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,17400,11983,BRASILIA
2007Re5372,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2007,17000,19004,BRASILIA
2008Re13795,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2008,20000,19086,BRASILIA
2008Re24192,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2008,15000,20550,BRASILIA
2008Re25452,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2008,18500,24192,BRASILIA
2008Re25869,Renault,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,2008,20000,24960,BRASILIA
2008Re17170,Renault,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,2008,15000,34899,BRASILIA
2008Re27507,Renault,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,2008,15000,20007,BURITAMA
2009Re25465,Renault,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,2009,18000,35429,CACHOEIRINHA
2009Re4068,Renault,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,2009,20000,26209,CAMPO GRANDE
2007Re26648,Renault,Clio Sed. Expression Hi-Flex 1.0 16V 4p,2007,16000,28425,CAMPO MAIOR
2008Re20064,Renault,Clio Sed. Expression Hi-Flex 1.0 16V 4p,2008,18900,8843,CAMPOS DOS GOYTACAZES
2008Re30866,Renault,Clio Sed. Expression Hi-Flex 1.0 16V 4p,2008,22000,10376,CAMPOS DOS GOYTACAZES
2009Re20698,Renault,Clio Sed. Expression Hi-Flex 1.0 16V 4p,2009,25000,21013,CANINDE
2006Re19321,Renault,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,2006,18000,19944,CARIACICA
2007Re4908,Renault,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,2007,8000,32374,CASCAVEL
2008Re11973,Renault,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,2008,15000,25597,CAXIAS DO SUL
2009Re1178,Renault,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,2009,18147,1658,CIDADE OCIDENTAL
2007Re25631,Renault,Clio Sed. Privilège Hi-Flex 1.0 16V 4p,2007,17000,32547,CIDREIRA
2007Re4006,Renault,Clio Sed. Privilège Hi-Flex 1.0 16V 4p,2007,12000,34984,CRAVINHOS
2008Re34319,Renault,Clio Sed. Privilège Hi-Flex 1.0 16V 4p,2008,15000,28512,CURITIBA
2005Re13943,Renault,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2005,15000,35766,CURITIBA
2006Re33914,Renault,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2006,18000,19272,DIVINOPOLIS
2007Re4073,Renault,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2007,16500,20064,DOIS CORREGOS
2008Re29554,Renault,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2008,15000,21919,EMBU DAS ARTES
2002Re1261,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2002,12000,34229,EMBU DAS ARTES
2002Re15436,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2002,10000,29419,EMBU-GUACU
2002Re31455,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2002,14000,19184,FLORIANOPOLIS
2002Re34167,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2002,10000,22232,GUARULHOS
2003Re11112,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,9000,18090,ITAJOBI
2003Re15207,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,13000,21752,ITANHANGA
2003Re2117,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,12000,16997,ITAPEMA
2003Re25201,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,16000,35280,ITAPEVI
2003Re4982,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,14000,30959,ITAQUAQUECETUBA
2003Re6582,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,13000,33318,ITAQUAQUECETUBA
2003Re7774,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,11900,18898,JACUPIRANGA
2003Re8066,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2003,13000,4650,JOINVILLE
2004Re13247,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2004,15000,29749,JOSE BONIFACIO
2004Re18206,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2004,20000,35705,JUNDIAI
2004Re31984,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2004,12000,29927,JUNDIAI
2005Re21043,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2005,13583,32627,LADARIO
2005Re24098,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2005,15000,32714,LAGES
2005Re25990,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2005,10000,22902,LAVRAS
2005Re34380,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2005,12500,32840,LIMEIRA
2005Re5941,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2005,15000,34594,MACAE
2006Re7965,Renault,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2006,12000,26888,MAGE
2001Re19914,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2001,10000,33719,MARACAJU
2001Re30233,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2001,10000,9986,MARINGA
2001Re8312,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2001,14000,15778,MARINGA
2002Re22738,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2002,11000,3412,MONNERAT
2002Re32841,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2002,12000,21903,MONTE MOR
2003Re18374,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2003,8000,29029,NATAL
2003Re27198,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2003,14000,5063,NOVA IGUACU
2004Re10302,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2004,13180,31124,OLINDA
2006Re11458,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2006,15900,29016,OSASCO
2001Re14313,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2001,12000,26995,PARACATU
2001Re20643,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2001,11500,13578,PARATI
2001Re26155,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2001,10000,15160,PELOTAS
2001Re6427,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2001,10000,26315,PELOTAS
2002Re20402,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,12000,20617,PORTO ALEGRE
2002Re2219,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,11500,23818,POUSO REDONDO
2002Re22550,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,10000,31759,RECIFE
2002Re30459,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,12500,34021,RIO CLARO
2002Re30496,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,12000,14077,RIO DE JANEIRO
2002Re31776,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2002,12000,16422,RIO DE JANEIRO
2003Re10074,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2003,12000,18406,RIO DE JANEIRO
2003Re21707,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2003,14000,10069,RIO DE JANEIRO
2003Re26938,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2003,15000,22830,RIO DE JANEIRO
2003Re7736,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2003,11500,23015,RIO DE JANEIRO
2004Re10938,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,14100,23087,RIO DE JANEIRO
2004Re10967,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,17000,24367,RIO DE JANEIRO
2004Re13987,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,12000,30311,RIO DE JANEIRO
2004Re16218,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,12286,34766,RONDONOPOLIS
2004Re5746,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,13000,26390,SALTO
2004Re9512,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2004,13650,2400,SANTANA DE PARNAIBA
2005Re22124,Renault,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2005,11000,22173,SANTO ANDRE
2005Re21079,Renault,Clio Sedan Authentique 1.6 16V 110cv 4p,2005,16132,34957,SANTO ANTONIO DO AVENTUREIRO
2006Re15335,Renault,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,2006,16500,35129,SAO GONCALO
2006Re26285,Renault,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,2006,16000,29822,SAO GONCALO DO RIO ABAIXO
2006Re6347,Renault,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,2006,16000,7780,SAO JOAO DE MERITI
2006Re9468,Renault,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,2006,17000,35091,SAO JOSE
2001Re13090,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2001,10000,32907,SAO JOSE DOS CAMPOS
2001Re16486,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2001,16000,11689,SAO PAULO
2001Re24158,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2001,11753,3359,SAO PAULO
2001Re33942,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2001,11000,13424,SAO PAULO
2002Re16359,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2002,11000,23677,SAO PAULO
2002Re2905,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2002,12176,25102,SAO PAULO
2002Re31076,Renault,Clio Sedan RN/ Expression 1.6 16V 4p,2002,11900,25932,SAO PAULO
